"CREATIONDATE","OBJECTDESC","TITLE","CLOSEDDATETIME","CASECLOSUREREASONDESCRIPTION"
"2025-04-05 00:00:00","8800 N 107TH ST","Potholes","","6 really big pot holes from brown deer road once you turn onto N 107th st to the train tracks."
"2025-04-05 00:00:00","5519 W VLIET ST, MILWAUKEE, WI, 53208-2121","Settlement","","Just south of W Vliet on N Hawley Rd.  there is a huge dip in the street towards the center.  A Lot of cars are bouncing in and out of it."
"2025-04-05 00:00:00","4026 W GREEN TREE RD, MILWAUKEE, WI, 53209-3051","Street Light Cycling","2025-04-06 00:00:00","STREET LIGHT HAS BEEN OUT FOR OVER A MONTH AFTER THEY INSTALLED THE NEW LIGHT POLE"
"2025-04-05 00:00:00","100 N 64TH ST, MILWAUKEE, WI, 53213-4154","Settlement","","on Fairview Ave and N 64th St.  Next to the fire station there is a big dip in the pavement.  please fill in . thank you"
"2025-04-05 00:00:00","6434 W DIXON ST","Settlement","","There is a very large dip on the right side of the road when going west on W Dixon St.  please do something about this.  Also,  When is that street going to be black topped over we've been requesting it for 20 plus years"
"2025-04-05 00:00:00","645 N 36TH ST","Potholes","","Many very deep potholes on 36th between Wisconsin Av. and Michigan St"
"2025-04-05 00:00:00","613 N 35TH ST","Potholes","","Many deep potholes on W. Michigan St between 35th & 36th"
"2025-04-05 00:00:00","1876 N WATER ST, MILWAUKEE, WI, 53202-0000","Graffiti","","Graffiti on cross walk sign"
"2025-04-05 00:00:00","3745 S 3RD ST, MILWAUKEE, WI, 53207-3850","Brush Pickup Request, Less than 2 Cubic Yards, April-November","",""
"2025-04-05 00:00:00","6429 N 94TH ST, MILWAUKEE, WI, 53224-5200","Potholes","","W Leon Terrace frontage road with entrance to highway. (right before Menomonee River Parkway)"
"2025-04-05 00:00:00","8812 W MORGAN AV, MILWAUKEE, WI, 53228-1556","Brush Pickup Request, Less than 2 Cubic Yards, April-November","",""
"2025-04-05 00:00:00","3975 S 1ST ST, MILWAUKEE, WI, 53207-4301","Brush Pickup Request, Less than 2 Cubic Yards, April-November","","Brush pick up"
"2025-04-05 00:00:00","2420 N 55TH ST, MILWAUKEE, WI, 53210-2743","Flower, Plant, or Tree Information Request","","There have been several trees cut down and missing on 55th street for over a year now. I would like to request that new ones be planted!"
"2025-04-05 00:00:00","3405 N LAKE DR, MILWAUKEE, WI, 53211-2919","Brush Pickup Request, Less than 2 Cubic Yards, April-November","",""
"2025-04-05 00:00:00","5457 N 60TH ST, MILWAUKEE, WI, 53218-0000","Special Pickup - Accident Debris","",""
"2025-04-05 00:00:00","5642 N 87TH ST, MILWAUKEE, WI, 53225-2806","Broken Branch Down - Not Blocking","","Limb is fully detached from body of tree as of late evening on 4-4-25 (possibly happened during last heavy wind day). It is currently caught on other branches and hanging.  Concerned it will knock down during next heavy wind event and cause damage"
"2025-04-05 00:00:00","9340 W BRENTWOOD CT, MILWAUKEE, WI, 53224-5209","Missed Collection: Recycling","","Garbage cans were out for collection time and did not get emptied"
"2025-04-05 00:00:00","800 N VEL R PHILLIPS AV, MILWAUKEE, WI, 53203-1706","INFO ONLY: Parking Violations Information","2025-04-05 00:00:00","Meter parking question, 2HR free Sat"
"2025-04-05 00:00:00","3709 S 87TH ST, MILWAUKEE, WI, 53228-1713","Missed Collection: Recycling","","missed collection"
"2025-04-05 00:00:00","4719 W NASH ST, MILWAUKEE, WI, 53216-2918","Potholes","","The potholes are on Ridge Ct.  between N.48th St. and West Scranton St. Thank You"
"2025-04-05 00:00:00","2909 S MABBETT AV, MILWAUKEE, WI, 53207-2524","Street Light Out","2025-04-06 00:00:00","Street light bumb burnt out.  Thanks!"
"2025-04-05 00:00:00","418 S 89TH ST","Special Pickup - Accident Debris","","Corner of 89th & Adler"
"2025-04-05 00:00:00","400 N 44TH ST","Sidewalk Repair","","Is it possible to pressure wash the sidewalks on the West side of N 44th St under I94? The sand and dirt have settled there from the embankment."
"2025-04-05 00:00:00","7330 N BEAU AV, MILWAUKEE, WI, 53224-3650","Recycling Cart: New Customer","","Requesting a new recycling bin"
"2025-04-05 00:00:00","4116 N 51ST BL, MILWAUKEE, WI, 53216-1319","Large Items Discarded on Private Property","","big bens of oil in back of property"
"2025-04-05 00:00:00","8519 W APPLETON AV, MILWAUKEE, WI, 53225-4226","INFO ONLY: Parking Violations Information","2025-04-05 00:00:00","Declined to submit complaint, driver moving vehicle"
"2025-04-05 00:00:00","3328 N 44TH ST, MILWAUKEE, WI, 53216-3518","Garbage Cart: Damaged","","damaged trash cart"
"2025-04-05 00:00:00","4740 W GREEN TREE RD, MILWAUKEE, WI, 53223-5325","No Electricity","","house has no electricity landlord does nothing"
"2025-04-05 00:00:00","3445 S 58TH ST, MILWAUKEE, WI, 53219-4335","Garbage Cart: Damaged","","Neighbors have seen rats regularly feeding from the damaged carts at this duplex address, especially at dawn and dusk.The  property landlord was made aware of it and supposedly put in request for new carts and filed a request for investigation of rat infestation .   New carts have NOT arrived. This is anURGENT SITUATION! The food supply from damaged carts is continuing to feed the rats. Please replace immediately for the safety of our neighborhood!"
"2025-04-05 00:00:00","140 W HOLT AV, MILWAUKEE, WI, 53207-3249","Potholes","","The entrance to the parking,  just west of Starbucks has a huge pot hole"
"2025-04-05 00:00:00","5835 N 37TH ST, MILWAUKEE, WI, 53209-4017","Brush Pickup Request, Less than 2 Cubic Yards, April-November","",""
"2025-04-05 00:00:00","3123 N BOOTH ST, MILWAUKEE, WI, 53212-2164","Brush Pickup Request, Less than 2 Cubic Yards, April-November","",""
"2025-04-05 00:00:00","8508 W SILVER SPRING DR, MILWAUKEE, WI, 53225-2825","Clogged Catch Basin/Surface Flooding","","Water in street not sure if there’s a sewer around 85th and silver spring. Just north of Valhalla cemetery. Appears to be flooding."
"2025-04-05 00:00:00","1568 S 14TH ST","Potholes","","Pothole"
"2025-04-05 00:00:00","1578 S 12TH ST","Potholes","","Multiple potholes down this street on lapham"
"2025-04-05 00:00:00","2024 W ROGERS ST, MILWAUKEE, WI, 53204-3601","Garbage Cart: Missing","","missing"
"2025-04-05 00:00:00","3215 W MICHIGAN ST, MILWAUKEE, WI, 53208-0000","Large Items Discarded on Private Property","","Tires are dumped on property no one from city has come to collect this week"
"2025-04-05 00:00:00","3137 N PIERCE ST, MILWAUKEE, WI, 53212-2128","Brush Pickup Request, Less than 2 Cubic Yards, April-November","","6 paper lawn bags full of leaves are located on the N side of the maple tree in front of our house, thank you! :)"
"2025-04-05 00:00:00","2948 S DELAWARE AV, MILWAUKEE, WI, 53207-2517","Brush Pickup Request, Less than 2 Cubic Yards, April-November","","Yard waste is bagged"
"2025-04-05 00:00:00","1037 W EDEN PL, MILWAUKEE, WI, 53221-1734","Broken Branch Hanging - Other","","Large branch is dangerously dangling on other branches of tree. If falls could hurt someone or damage my house. Needs to be taken care of immediately."
"2025-04-05 00:00:00","7136 W HADLEY ST, MILWAUKEE, WI, 53210-1134","Brush Pickup Request, Less than 2 Cubic Yards, April-November","","Brush pile see photo"
"2025-04-05 00:00:00","4305 W SILVER SPRING DR, MILWAUKEE, WI, 53218-0000","Settlement","",""
"2025-04-05 00:00:00","2919 S DELAWARE AV, MILWAUKEE, WI, 53207-2516","Brush Pickup Request, Less than 2 Cubic Yards, April-November","",""
"2025-04-05 00:00:00","619 S 67TH ST, MILWAUKEE, WI, 53214-1747","Street Light Out","","Light completely out"
"2025-04-05 00:00:00","601 S 67TH ST","Street Light Out","2025-04-06 00:00:00","Light hanging over the intersection of 67th and Main is flickering"
"2025-04-04 00:00:00","6000 W KINNICKINNIC RIVER PK, MILWAUKEE, WI, 53219-2675","Area Dark","2025-04-04 00:00:00","Lights out between 60th and Cleveland along the kinnickinnic River parkway. Not sure what our lights have to do with lights on honey creek parkway per the message I got from the last report."
"2025-04-04 00:00:00","3701 N 35TH ST, MILWAUKEE, WI, 53216-3001","Street Light Out","","street light out on corner of 35th and nash and at the edge of the alley also in the alley the street lights are out"
"2025-04-04 00:00:00","2313 E MORGAN AV, MILWAUKEE, WI, 53207-3754","Bulky Pickup & San Inspector Notification","","Tenant moved out and dumped his belongings in back alleyway"
"2025-04-04 00:00:00","5002 N 55TH ST, MILWAUKEE, WI, 53218-4208","Street Light Out","2025-04-04 00:00:00","The streetlight at N 55th and W Fairmont Ave is not working. The street light east (pole #5421) is also not working. These lights are in the immediate vicinity of 5002 N. 55th Street"
"2025-04-04 00:00:00","7919 W KATHRYN AV, MILWAUKEE, WI, 53218-3727","Street Light Out","2025-04-05 00:00:00","Last night, April 3rd into this morning April 4th, 2025 our street lights were OUT once again for the third night in a row!!!!! Getting more frequent and always multiple nights! Will it take a death on our extremely dark street because the driving fast and eradicate is a problem in the daylight, help but our street being pitch black because of once AGAIN our street lights were OUT for the 3rd whole night!!!!"
"2025-04-04 00:00:00","2613 W CAPITOL DR, 3, MILWAUKEE, WI, 53206-1413","Furniture Discarded on Private Property","","Furniture was dumped behind building."
"2025-04-04 00:00:00","4932 N 54TH ST, MILWAUKEE, WI, 53218-4203","Area Dark","2025-04-04 00:00:00",""
"2025-04-04 00:00:00","2605 W CAPITOL DR, 302, MILWAUKEE, WI, 53206-1447","Scattered Litter and Debris on Private Property","2025-04-04 00:00:00","No responding is being taken to keep this area clean & is all reactionary!"
"2025-04-04 00:00:00","2605 W CAPITOL DR, 302, MILWAUKEE, WI, 53206-1447","Small Items Discarded on Private Property","2025-04-04 00:00:00","No proactive cleaning measures are being leveraged."
"2025-04-04 00:00:00","2605 W CAPITOL DR, 302, MILWAUKEE, WI, 53206-1447","Large Items Discarded on Private Property","2025-04-04 00:00:00","This was previously reported, & tires were moved to another spot."
"2025-04-04 00:00:00","2627 W CAPITOL DR, MILWAUKEE, WI, 53206-1413","Furniture Discarded on Private Property","","Bed frames, slats, glass, trash, & other debris are accumulating behind the building."
"2025-04-04 00:00:00","4417 N 68TH ST, MILWAUKEE, WI, 53218-5534","Street Light Out","2025-04-05 00:00:00","street light out in front of 4414 n 68th street"
"2025-04-04 00:00:00","7719 W WINFIELD AV","Street Light Out","2025-04-04 00:00:00","2 street lights are out. Very dark. Not safe."
"2025-04-04 00:00:00","2728 N 98TH ST, MILWAUKEE, WI, 53222-4513","Brush Pickup Request, Less than 2 Cubic Yards, April-November","",""
"2025-04-04 00:00:00","2877 N 54TH ST, MILWAUKEE, WI, 53210-1630","Recycling Cart: Missing","2025-04-04 00:00:00","Recycling bin was emptied by city workers but now can’t seem to find the cart anywhere"
"2025-04-04 00:00:00","3364 S 71ST ST, MILWAUKEE, WI, 53219-3901","Street Light Out","2025-04-04 00:00:00","Street lights out on whole street."
"2025-04-04 00:00:00","400 E LLOYD ST, MILWAUKEE, WI, 53212-3354","Garbage Supervisor Notification","2025-04-04 00:00:00","Brown Filled Lawn Bags next to garbage cart on Friday 04.04.2025 garbage collection day. Individuals do not understand that is not collected with garbage."
"2025-04-04 00:00:00","4060 N 41ST ST, MILWAUKEE, WI, 53216-1606","Collection Schedule - Garbage and Recycling","",""
"2025-04-04 00:00:00","4060 N 41ST ST, MILWAUKEE, WI, 53216-1606","INFO ONLY: Garbage Collection Day Information Request","2025-04-04 00:00:00",""
"2025-04-04 00:00:00","4408 N 49TH ST, MILWAUKEE, WI, 53218-5701","Collection Schedule - Garbage and Recycling","",""
"2025-04-04 00:00:00","4408 N 49TH ST, MILWAUKEE, WI, 53218-5701","INFO ONLY: Garbage Collection Day Information Request","2025-04-04 00:00:00",""
"2025-04-04 00:00:00","3331 N 47TH ST, MILWAUKEE, WI, 53216-3313","Missed Collection: Recycling","","missed r cart collection // requesting pick up // states the carts were out on time // STATES THE CART AT 3335 N 47TH ST WAS ALSO MISSED"
"2025-04-04 00:00:00","10314 W CUSTER AV, MILWAUKEE, WI, 53225-3216","Garbage Cart Collection Request: Cart Not at Collection Point","","cart was not and crew went out already, requesting courtesy"
"2025-04-04 00:00:00","7402 W CONGRESS ST, MILWAUKEE, WI, 53218-5444","INFO ONLY: Moveout and Cleanout Questions","2025-04-04 00:00:00",""
"2025-04-04 00:00:00","2964 N 23RD ST, MILWAUKEE, WI, 53206-1647","Small Items Discarded on Private Property","2025-04-04 00:00:00","Garbage where the garbage cartis being stored. There’s all kind of garbage around the cans."
"2025-04-04 00:00:00","10301 W BRADLEY RD, MILWAUKEE, WI, 53224-0000","Potholes","","mult in intersection"
"2025-04-04 00:00:00","8319 N CELINA ST, MILWAUKEE, WI, 53224-2715","Potholes","","2 in front of house"
"2025-04-04 00:00:00","8322 N JOSEPH AV, MILWAUKEE, WI, 53224-2740","Potholes","","several on this block to ann"
"2025-04-04 00:00:00","6607 W KINNICKINNIC RIVER PK, MILWAUKEE, WI, 53219-3032","Area Dark","2025-04-04 00:00:00","THE STREET LIGHTS ARE OUT IN THE AREA OF 66TH AND KK RIVER PKWY // EXT 5944 NOTIFIED"
"2025-04-04 00:00:00","4710 W NORTH AV, MILWAUKEE, WI, 53208-1130","Potholes","","in intersection, outside barbershop. several small potholes"
"2025-04-04 00:00:00","8012 W BRADLEY RD, MILWAUKEE, WI, 53223-3232","Missed Collection: Recycling","2025-04-04 00:00:00",""
"2025-04-04 00:00:00","5230 W LISBON AV, MILWAUKEE, WI, 53210-2749","Zoning Violation","2025-04-04 00:00:00","Issue new Order to Correct for on-going zoning violations noted on-site."
"2025-04-04 00:00:00","5230 W LISBON AV, MILWAUKEE, WI, 53210-2749","Property Not Recorded Properly","","Please issue Order to Correct for incomplete recording information on recent change of ownership.  On-going nuisance and zoning violations at the subject property."
"2025-04-04 00:00:00","3600 S 60TH ST, MILWAUKEE, WI, 53220-1304","Zoning Violation","","vision triangle complaint"
"2025-04-04 00:00:00","3413 S 73RD ST, MILWAUKEE, WI, 53219-3908","INFO ONLY: Electrical Services Info Request Entered by UCC","2025-04-04 00:00:00","status of request"
"2025-04-04 00:00:00","3027 W ST PAUL AV, MILWAUKEE, WI, 53208-4215","Skid Referral, 1-6 Cubic Yards ($50-$150 Charge)","","owner, move out items, aware of fees"
"2025-04-04 00:00:00","3038 S 15TH PL, MILWAUKEE, WI, 53215-3721","Clogged Catch Basin/Surface Flooding","2025-04-05 00:00:00","Still not cleared."
"2025-04-04 00:00:00","2461 N CRAMER ST, MILWAUKEE, WI, 53211-4315","Stop Sign","","stop sign nw corner facing writing direction"
"2025-04-04 00:00:00","4852 N 26TH ST, MILWAUKEE, WI, 53209-5502","Area Dark","2025-04-05 00:00:00","Area Dark, last 2 nights."
"2025-04-04 00:00:00","8735 W OLIVE ST, MILWAUKEE, WI, 53222-1751","Dogs At Large","","German Shepherd running at large"
"2025-04-04 00:00:00","3555 S HOWELL AV, MILWAUKEE, WI, 53207-3321","Light Nuisance","","Lights on all night. Is there a way to shield/shade from homes? They understand there is a benefit to having the lot lit up but it is a lot of light coming into houses."
"2025-04-04 00:00:00","201 E MONTANA ST, MILWAUKEE, WI, 53207-2015","Cave-In, Sinkhole, or Void","2025-04-04 00:00:00","Sewers clogged here and one is sinking and forming a sinkhole"
"2025-04-04 00:00:00","2836 N 19TH ST, MILWAUKEE, WI, 53206-2142","Collection Schedule - Garbage and Recycling","",""
"2025-04-04 00:00:00","2001 W ORCHARD ST, MILWAUKEE, WI, 53204-2621","Stop Sign","","Stop sign down on the curb Notified x3015."
"2025-04-04 00:00:00","639 E POTTER AV, MILWAUKEE, WI, 53207-2116","INFO ONLY: Traffic Calming and Speed Bumps","2025-04-04 00:00:00","Constituent asking for information on getting a speed hump on her block and on  Dover."
"2025-04-04 00:00:00","300 E BUFFALO ST, MILWAUKEE, WI, 53202-5808","Defective Parking Meter","2025-04-04 00:00:00","No Time Given with Cash"
"2025-04-04 00:00:00","195 S HONEY CREEK DR, MILWAUKEE, WI, 53214-1451","Missed Collection: Garbage","","on time but not emptied, also neighbor at 8205 W Honey Creek Pkway, repeated issue, please collect"
"2025-04-03 00:00:00","6875 N DARIEN ST, MILWAUKEE, WI, 53209-0000","Area Dark","","Street light is out."
"2025-04-03 00:00:00","6000 W KINNICKINNIC RIVER PK, MILWAUKEE, WI, 53219-2675","Area Dark","2025-04-04 00:00:00","Lights out between 60th and Cleveland along kk River parkway"
"2025-04-03 00:00:00","3917 N 26TH ST, MILWAUKEE, WI, 53206-1406","Garbage Cart: Damaged","2025-04-04 00:00:00","Garbage cart has a hole where animals get in and Take out the trash I was left with a tag from a worker to request a new cart ."
"2025-04-03 00:00:00","2312 E LINNWOOD AV, MILWAUKEE, WI, 53211-3323","Potholes","2025-04-03 00:00:00","Many potholes on 2200 & 2300 east Linnwood ave"
"2025-04-03 00:00:00","316 A E SMITH ST","Miscellaneous Street Maintenance Request","2025-04-04 00:00:00","These street is filled with dead leaves, a dead animal rotting in the gutter.
THIS WHOLE AREA NEEDS A STREET SWEEPER."
